,x,approximated_data,experimental_data
79,-3.3673673673673674,-1.2821235958720565,-1.679637378792235
80,-3.3593593593593596,-1.2814731833725272,-1.3254075609400295
81,-3.3513513513513513,-1.2808199161356644,-1.2093974018333151
82,-3.3433433433433435,-1.2801637758867255,-0.9845849669384222
83,-3.335335335335335,-1.2795047441997678,-1.3831587878544973
84,-3.3273273273273274,-1.2788428024961405,-1.440541523074778
85,-3.3193193193193196,-1.2781779320429585,-1.3785293407598658
86,-3.3113113113113113,-1.277510113951561,-1.0944296904111461
87,-3.3033033033033035,-1.2768393291759497,-1.2110891072440129
88,-3.295295295295295,-1.2761655585112113,-1.382117599264619
89,-3.2872872872872874,-1.2754887825919201,-1.172835295969249
90,-3.2792792792792795,-1.2748089818905235,-1.2553934720209154
91,-3.2712712712712713,-1.2741261367157084,-1.0803971386091304
92,-3.263263263263263,-1.2734402272107481,-1.4138508459862187
93,-3.255255255255255,-1.2727512333518323,-1.3382836626713859
94,-3.2472472472472473,-1.2720591349463743,-1.350480765572806
95,-3.2392392392392395,-1.2713639116313022,-1.564066901257726
96,-3.2312312312312312,-1.2706655428713274,-1.211441487458412
97,-3.223223223223223,-1.2699640079571957,-1.2177529535212177
98,-3.215215215215215,-1.2692592860039156,-1.2682365946754235
99,-3.2072072072072073,-1.2685513559489672,-1.3154687826239966
100,-3.1991991991991995,-1.2678401965504906,-1.5509143449605736
101,-3.191191191191191,-1.2671257863854528,-1.3512548509385247
102,-3.183183183183183,-1.2664081038477928,-1.3349510071531467
103,-3.175175175175175,-1.2656871271465457,-1.4261425809908694
104,-3.1671671671671673,-1.2649628343039447,-1.2972199766371466
105,-3.159159159159159,-1.2642352031535002,-1.1834250317905926
106,-3.151151151151151,-1.2635042113380588,-0.8862670310959527
107,-3.143143143143143,-1.2627698363078355,-1.2278542737414677
108,-3.135135135135135,-1.2620320553184268,-1.210521977173874
109,-3.1271271271271273,-1.2612908454287988,-1.2761800285820322
110,-3.119119119119119,-1.2605461834992506,-1.644300426559059
111,-3.111111111111111,-1.2597980461893556,-1.265100821279199
112,-3.103103103103103,-1.2590464099558782,-1.2470003679676729
113,-3.095095095095095,-1.2582912510506647,-0.7656428285536075
114,-3.0870870870870872,-1.257532545518511,-1.2960047384747355
115,-3.079079079079079,-1.256770269195003,-1.1964608007282804
116,-3.071071071071071,-1.2560043977043345,-1.2629467516453832
117,-3.063063063063063,-1.255234906457097,-1.4889705139810032
118,-3.055055055055055,-1.254461770648043,-1.0258972077450388
119,-3.047047047047047,-1.2536849652538251,-1.1032983587164702
120,-3.039039039039039,-1.2529044650307064,-1.094698075622097
121,-3.031031031031031,-1.2521202445122441,-1.433997735471192
122,-3.023023023023023,-1.2513322780069456,-0.9707734158197258
123,-3.015015015015015,-1.250540539595898,-1.5309107521543541
124,-3.007007007007007,-1.249745003130367,-1.1323735843703129
125,-2.998998998998999,-1.248945642229369,-0.8108545170673733
126,-2.990990990990991,-1.2481424302772146,-1.4462496953033523
127,-2.982982982982983,-1.2473353404210208,-1.360594886341575
128,-2.974974974974975,-1.2465243455681956,-1.2265940725506674
129,-2.966966966966967,-1.2457094183838908,-1.3464045492071306
130,-2.958958958958959,-1.2448905312884269,-1.5550232175016534
131,-2.950950950950951,-1.2440676564546833,-1.230355061493478
132,-2.942942942942943,-1.2432407658054616,-1.4557015085506826
133,-2.934934934934935,-1.2424098310108145,-1.1476913448837782
134,-2.926926926926927,-1.2415748234853432,-1.4254596703321039
135,-2.918918918918919,-1.2407357143854625,-0.9307488333819546
136,-2.910910910910911,-1.2398924746066342,-1.3965431330738816
137,-2.9029029029029028,-1.2390450747805657,-1.303457378021701
138,-2.894894894894895,-1.2381934852723753,-1.0754900417984414
139,-2.886886886886887,-1.2373376761777244,-1.4835105394645154
140,-2.878878878878879,-1.236477617319914,-1.190985630399088
141,-2.8708708708708706,-1.2356132782469464,-0.9741847273904608
142,-2.8628628628628627,-1.234744628228554,-1.5562412751407995
143,-2.854854854854855,-1.2338716362531867,-1.196944864546726
144,-2.846846846846847,-1.2329942710249697,-1.181017712175285
145,-2.838838838838839,-1.23211250096062,-1.075747926605158
146,-2.8308308308308305,-1.2312262941863263,-1.4786164363619427
147,-2.8228228228228227,-1.2303356185345944,-1.4944269411514497
148,-2.814814814814815,-1.2294404415410498,-1.1250521284176702
149,-2.806806806806807,-1.228540730441205,-1.1691437957945678
150,-2.798798798798799,-1.2276364521671872,-1.1775378820980118
151,-2.7907907907907905,-1.226727573344425,-1.1574379314450298
152,-2.7827827827827827,-1.2258140602882972,-1.3618190046039953
153,-2.774774774774775,-1.2248958790007387,-1.178445139568538
154,-2.766766766766767,-1.2239729951668075,-1.1653585005070712
155,-2.7587587587587588,-1.2230453741512084,-1.365915657756482
156,-2.7507507507507505,-1.2221129809947764,-0.8489580787658251
157,-2.7427427427427427,-1.2211757804109151,-1.1264091962285576
158,-2.734734734734735,-1.2202337367819946,-1.4584944362225243
159,-2.726726726726727,-1.219286814155704,-1.0879760924289381
160,-2.7187187187187187,-1.2183349762413602,-1.4132713102868246
161,-2.7107107107107105,-1.217378186406172,-1.0599612656576816
162,-2.7027027027027026,-1.2164164076714588,-0.9846972918699779
163,-2.694694694694695,-1.2154496027088242,-1.3795860663791664
164,-2.686686686686687,-1.214477733836282,-1.0218025079874176
165,-2.6786786786786787,-1.2135007630143357,-1.1309445776270362
166,-2.6706706706706704,-1.2125186518420115,-1.0481066198431135
167,-2.6626626626626626,-1.2115313615528416,-0.8321727650220521
168,-2.6546546546546548,-1.2105388530107994,-1.2596164762113735
169,-2.646646646646647,-1.2095410867061869,-1.3602883195776847
170,-2.6386386386386387,-1.208538022751469,-1.3864409086765737
171,-2.6306306306306304,-1.2075296208770614,-1.370691677870149
172,-2.6226226226226226,-1.206515840427064,-1.2219361823098849
173,-2.6146146146146148,-1.2054966403549447,-1.137266245391616
174,-2.606606606606607,-1.2044719792191698,-1.149133819353166
175,-2.5985985985985987,-1.203441815178783,-1.038005165371578
176,-2.5905905905905904,-1.2024061059889282,-1.1998057276133467
177,-2.5825825825825826,-1.2013648089963225,-0.9106579935648591
178,-2.5745745745745747,-1.2003178811346693,-1.2532492477822605
179,-2.566566566566567,-1.1992652789200204,-0.6552314456020967
180,-2.5585585585585586,-1.198206958446079,-1.0730734888930777
181,-2.5505505505505504,-1.1971428753794489,-1.3685743866627054
182,-2.5425425425425425,-1.196072984954823,-1.4102514845670455
183,-2.5345345345345347,-1.1949972419701174,-1.0985027589214802
184,-2.5265265265265264,-1.1939156007815432,-1.2386081578467134
185,-2.5185185185185186,-1.1928280152986233,-1.0500279164802049
186,-2.5105105105105103,-1.1917344389791442,-1.0970869140644353
187,-2.5025025025025025,-1.1906348248240524,-1.205200607355427
188,-2.4944944944944947,-1.1895291253722857,-1.3588878689859667
189,-2.4864864864864864,-1.1884172926955436,-1.4913867376327166
190,-2.4784784784784786,-1.187299278392996,-1.2766022688064003
191,-2.4704704704704703,-1.1861750335859274,-1.014895274721233
192,-2.4624624624624625,-1.185044508912318,-1.1422257600862773
193,-2.4544544544544546,-1.183907654521359,-1.4330554102637565
194,-2.4464464464464464,-1.1827644200679035,-1.1481282348976671
195,-2.4384384384384385,-1.1816147547068514,-1.104551278761084
196,-2.4304304304304303,-1.180458607087466,-1.3572300943276927
197,-2.4224224224224224,-1.1792959253476256,-1.14855090415852
198,-2.4144144144144146,-1.1781266571080042,-1.1664849134188042
199,-2.4064064064064064,-1.1769507494661855,-1.4055448090323102
200,-2.3983983983983985,-1.1757681489907068,-1.1042106769210502
201,-2.3903903903903903,-1.1745788017150312,-1.0624218964413843
202,-2.3823823823823824,-1.1733826531314508,-0.9567724044963954
203,-2.3743743743743746,-1.1721796481849183,-0.9614192377779377
204,-2.3663663663663663,-1.1709697312668026,-1.4465036048582207
205,-2.358358358358358,-1.1697528462085773,-1.357317854191602
206,-2.3503503503503502,-1.1685289362754305,-1.0655218828336985
207,-2.3423423423423424,-1.1672979441598021,-1.0645407539773604
208,-2.3343343343343346,-1.1660598119748458,-1.0630502747136361
209,-2.3263263263263263,-1.1648144812478152,-0.39426818311687095
210,-2.318318318318318,-1.1635618929133738,-1.0493837907747403
211,-2.31031031031031,-1.1623019873068277,-0.9351888592707078
212,-2.3023023023023024,-1.1610347041572788,-0.9702343514586383
213,-2.2942942942942945,-1.1597599825807023,-1.0294817323195427
214,-2.2862862862862863,-1.1584777610729429,-1.221531610001012
215,-2.278278278278278,-1.1571879775026312,-1.0053941334039778
216,-2.27027027027027,-1.155890569104022,-1.3104556120115363
217,-2.2622622622622623,-1.154585472469748,-1.2019491938177498
218,-2.2542542542542545,-1.1532726235434931,-1.2503453331093137
219,-2.2462462462462462,-1.1519519576125856,-1.1355771297353212
220,-2.238238238238238,-1.1506234093005046,-0.6876916959658028
221,-2.23023023023023,-1.1492869125593042,-1.5227399510776538
222,-2.2222222222222223,-1.147942400661956,-1.0106903625870534
223,-2.2142142142142145,-1.146589806194602,-1.4691329804325324
224,-2.206206206206206,-1.1452290610487272,-1.239615434206614
225,-2.198198198198198,-1.1438600964132422,-0.9260699770197689
226,-2.19019019019019,-1.1424828427664817,-1.1296268389473891
227,-2.1821821821821823,-1.1410972298681157,-1.3566461854539769
228,-2.1741741741741745,-1.1397031867509728,-1.2827639286029664
229,-2.166166166166166,-1.138300641712776,-1.0023810919258407
230,-2.158158158158158,-1.13688952230779,-1.2829628486512172
231,-2.15015015015015,-1.1354697553383795,-1.0921780374219845
232,-2.1421421421421423,-1.1340412668464785,-1.1249268988657157
233,-2.1341341341341344,-1.1326039821049712,-1.2629240516261346
234,-2.126126126126126,-1.1311578256089803,-0.7023690077439151
235,-2.118118118118118,-1.1297027210670674,-1.002918916603465
236,-2.11011011011011,-1.1282385913923423,-1.5332671087238636
237,-2.1021021021021022,-1.1267653586934812,-1.0894744957395956
238,-2.0940940940940944,-1.1252829442656536,-1.2576402372193312
239,-2.086086086086086,-1.1237912685813585,-0.9533046016221136
240,-2.078078078078078,-1.1222902512811694,-1.2807943989677095
241,-2.07007007007007,-1.1207798111643879,-1.1437270994577677
242,-2.062062062062062,-1.1192598661796038,-1.0182624103835125
243,-2.0540540540540544,-1.1177303334151665,-0.9445792945811422
244,-2.046046046046046,-1.1161911290895628,-1.356250410500718
245,-2.038038038038038,-1.1146421685417047,-1.1815424157098944
246,-2.03003003003003,-1.1130833662211237,-1.2080724284533149
247,-2.022022022022022,-1.111514635678076,-1.2421804821928184
248,-2.014014014014014,-1.1099358895535552,-0.7568450414973358
249,-2.006006006006006,-1.1083470395692152,-1.0273506973770241
250,-1.9979979979979978,-1.1067479965172025,-1.3589247873842116
251,-1.98998998998999,-1.1051386702498975,-0.9215662808389423
252,-1.9819819819819822,-1.103518969669569,-0.6790877302670424
253,-1.973973973973974,-1.1018888027179357,-0.8953957506077063
254,-1.965965965965966,-1.1002480763656426,-1.4041220695564451
255,-1.9579579579579578,-1.0985966966016496,-1.1954435111748998
256,-1.94994994994995,-1.0969345684225311,-0.8435523385852066
257,-1.9419419419419421,-1.0952615958216914,-1.2367954889454476
258,-1.9339339339339339,-1.0935776817784946,-1.004813796149249
259,-1.925925925925926,-1.0918827282473107,-0.9369559175614434
260,-1.9179179179179178,-1.0901766361464778,-1.2755627304620942
261,-1.90990990990991,-1.088459305347185,-1.100364376559545
262,-1.9019019019019021,-1.0867306346622718,-1.7349841026760864
263,-1.8938938938938938,-1.0849905218349523,-1.2898680501018103
264,-1.885885885885886,-1.083238863527459,-1.133752493806091
265,-1.8778778778778777,-1.0814755553096131,-1.3310321917025831
266,-1.86986986986987,-1.079700491647321,-0.7532182308609939
267,-1.861861861861862,-1.0779135658909968,-1.3639418414831233
268,-1.8538538538538538,-1.076114670263919,-1.1641235676033157
269,-1.845845845845846,-1.0743036958505165,-1.0481555803932983
270,-1.8378378378378377,-1.0724805325845908,-0.7842258747713676
271,-1.82982982982983,-1.0706450692374754,-1.3578174994733634
272,-1.821821821821822,-1.0687971934061364,-0.8361644429751445
273,-1.8138138138138138,-1.066936791501215,-1.0648901792972976
274,-1.805805805805806,-1.0650637487350154,-1.2613654789446056
275,-1.7977977977977977,-1.0631779491094449,-0.9707572542567907
276,-1.7897897897897899,-1.0612792754039029,-1.0214673362892088
277,-1.7817817817817816,-1.0593676091631288,-1.1794109845948877
278,-1.7737737737737738,-1.0574428306850099,-1.043482413687006
279,-1.765765765765766,-1.0555048190083516,-1.1325675383807037
280,-1.7577577577577577,-1.0535534519006176,-1.0308499828503679
281,-1.7497497497497498,-1.0515886058456423,-0.919162470941433
282,-1.7417417417417416,-1.0496101560313205,-0.7324067928022501
283,-1.7337337337337337,-1.0476179763372804,-1.29518107610265
284,-1.725725725725726,-1.045611939322542,-0.6190052643912887
285,-1.7177177177177176,-1.0435919162131726,-1.434009476117673
286,-1.7097097097097098,-1.0415577768899362,-1.071914795897053
287,-1.7017017017017015,-1.039509389875952,-0.9218459485790367
288,-1.6936936936936937,-1.0374466223243615,-0.981248248777355
289,-1.6856856856856859,-1.035369340006014,-1.1599092439701328
290,-1.6776776776776776,-1.033277407297178,-1.074901857368633
291,-1.6696696696696698,-1.031170687167283,-1.1297708740990495
292,-1.6616616616616615,-1.0290490411667017,-1.146921992555544
293,-1.6536536536536537,-1.0269123294145805,-0.8569919100103756
294,-1.6456456456456459,-1.024760410586725,-0.9533573133937154
295,-1.6376376376376376,-1.02259314190355,-1.161175060955681
296,-1.6296296296296298,-1.0204103791181054,-0.8404904040314553
297,-1.6216216216216215,-1.0182119765041826,-0.9567520723288607
298,-1.6136136136136137,-1.0159977868445167,-0.8534253630767247
299,-1.6056056056056058,-1.0137676614190916,-0.8878418930343691
300,-1.5975975975975976,-1.0115214499935585,-1.177320452177973
301,-1.5895895895895897,-1.0092590008077837,-1.1212952088471777
302,-1.5815815815815815,-1.0069801605645294,-0.8575214395398771
303,-1.5735735735735736,-1.0046847744182896,-0.8826107213315967
304,-1.5655655655655654,-1.0023726859642847,-1.0065530047571143
305,-1.5575575575575575,-1.000043737227636,-0.9765782605658797
306,-1.5495495495495497,-0.9976977686527271,-0.742164789495042
307,-1.5415415415415414,-0.9953346190927725,-1.1136488968599385
308,-1.5335335335335336,-0.9929541257996057,-0.8835346495655981
309,-1.5255255255255253,-0.9905561244137009,-1.0309946549004798
310,-1.5175175175175175,-0.98814044895445,-1.0316766895998941
311,-1.5095095095095097,-0.9857069318107049,-0.7659515614132668
312,-1.5015015015015014,-0.983255403731609,-0.8181721339340031
313,-1.4934934934934936,-0.980785693817733,-0.8180837666176053
314,-1.4854854854854853,-0.978297629512533,-0.7172018680816672
315,-1.4774774774774775,-0.975791036594156,-0.9715902682676042
316,-1.4694694694694697,-0.9732657391676058,-0.836875144908613
317,-1.4614614614614614,-0.9707215596572971,-1.0327749109759883
318,-1.4534534534534536,-0.9681583188000177,-0.9033250483023293
319,-1.4454454454454453,-0.9655758356383196,-0.9916044465118565
320,-1.4374374374374375,-0.9629739275143676,-0.943574734515824
321,-1.4294294294294296,-0.9603524100642646,-0.8413210049768819
322,-1.4214214214214214,-0.957711097212884,-1.1213552338595785
323,-1.4134134134134135,-0.9550498011692337,-0.5365723460321417
324,-1.4054054054054053,-0.9523683324223772,-1.1535718087223175
325,-1.3973973973973974,-0.949666499737946,-1.1925042222954925
326,-1.3893893893893896,-0.9469441101552654,-0.7153219354552518
327,-1.3813813813813813,-0.94420096898513,-0.7858684301925427
328,-1.3733733733733735,-0.9414368798082592,-0.8166129163978282
329,-1.3653653653653652,-0.9386516444744626,-0.8129825426216066
330,-1.3573573573573574,-0.9358450631025528,-0.9382944176719357
331,-1.3493493493493496,-0.9330169340810376,-1.1124678083782038
332,-1.3413413413413413,-0.93016705406963,-0.9150061424308847
333,-1.3333333333333335,-0.9272952180016123,-1.0627275603040347
334,-1.3253253253253252,-0.9244012190870909,-0.7293772724035408
335,-1.3173173173173174,-0.9214848488171863,-0.950896325117614
336,-1.3093093093093096,-0.918545896969193,-1.0836453363276952
337,-1.3013013013013013,-0.9155841516127576,-0.9798613199433563
338,-1.2932932932932935,-0.9125993991171161,-0.8300131082619913
339,-1.2852852852852852,-0.909591424159432,-1.0223363347202268
340,-1.2772772772772774,-0.9065600097342901,-1.0710040888475763
341,-1.269269269269269,-0.903504937164384,-0.8547674948660015
342,-1.2612612612612613,-0.9004259861124538,-0.8514326718907093
343,-1.2532532532532534,-0.8973229345945213,-0.9987115696687472
344,-1.2452452452452452,-0.8941955589944739,-0.9884032201181384
345,-1.2372372372372373,-0.8910436340800553,-0.844633646608528
346,-1.229229229229229,-0.8878669330203112,-1.177483801319776
347,-1.2212212212212212,-0.8846652274045543,-1.1661579822798653
348,-1.2132132132132134,-0.8814382872628993,-1.0251271315133865
349,-1.2052052052052051,-0.8781858810884337,-0.9208753114308031
350,-1.1971971971971973,-0.874907775861082,-0.8127262627414811
351,-1.189189189189189,-0.8716037370732271,-0.5765324936833167
352,-1.1811811811811812,-0.8682735287571544,-0.6967416041167505
353,-1.1731731731731734,-0.864916913514382,-0.8969046195070675
354,-1.165165165165165,-0.8615336525469479,-0.8653368941274857
355,-1.1571571571571573,-0.8581235056907216,-1.0586293786182834
356,-1.149149149149149,-0.8546862314508091,-0.8583888586492872
357,-1.1411411411411412,-0.851221587039129,-0.9089533148231567
358,-1.1331331331331334,-0.8477293284142268,-0.7831856163466089
359,-1.125125125125125,-0.8442092103234087,-1.0096553990338732
360,-1.1171171171171173,-0.8406609863472697,-0.7367916834990352
361,-1.109109109109109,-0.8370844089466927,-0.5305366263461772
362,-1.1011011011011012,-0.833479229512403,-0.8552312592037745
363,-1.0930930930930933,-0.8298451984171553,-0.749502853997367
364,-1.085085085085085,-0.8261820650706388,-0.6881532667284164
365,-1.0770770770770772,-0.822489577977186,-0.9027336723543533
366,-1.069069069069069,-0.8187674847963653,-0.773948988434282
367,-1.0610610610610611,-0.8150155324065521,-0.8124970522501931
368,-1.0530530530530529,-0.8112334669715593,-0.7916982472617929
369,-1.045045045045045,-0.8074210340104229,-0.9620229907815161
370,-1.0370370370370372,-0.8035779784704267,-0.7986759436186381
371,-1.029029029029029,-0.7997040448034636,-0.7001043865543737
372,-1.021021021021021,-0.7957989770458224,-0.505570255486814
373,-1.0130130130130128,-0.791862518901491,-0.6000083536844496
374,-1.005005005005005,-0.7878944138290769,-0.3572579223267656
375,-0.9969969969969972,-0.7838944051324305,-0.9373639177100404
376,-0.9889889889889889,-0.7798622360550721,-0.6053981087109365
377,-0.9809809809809811,-0.7757976498785158,-0.7391292487308455
378,-0.9729729729729728,-0.7717003900245825,-0.33373980338104803
379,-0.964964964964965,-0.7675702001618022,-0.9292298572328326
380,-0.9569569569569571,-0.7634068243159949,-0.9313511927521502
381,-0.9489489489489489,-0.7592100069851283,-0.8790885360739328
382,-0.940940940940941,-0.7549794932585441,-1.1797586381205054
383,-0.9329329329329328,-0.7507150289406441,-0.8558660332767963
384,-0.924924924924925,-0.7464163606791332,-0.8982428929898728
385,-0.9169169169169171,-0.7420832360979006,-0.712004478802659
386,-0.9089089089089089,-0.7377154039346371,-0.6693642087792052
387,-0.900900900900901,-0.7333126141832698,-0.3580784463400925
388,-0.8928928928928928,-0.7288746182412978,-0.5387898506040878
389,-0.8848848848848849,-0.7244011690621168,-0.8397819001945974
390,-0.8768768768768771,-0.7198920213124027,-0.8995749555820742
391,-0.8688688688688688,-0.7153469315346395,-0.6169630972333383
392,-0.860860860860861,-0.7107656583148576,-0.9748122997189861
393,-0.8528528528528527,-0.7061479624556515,-0.3398562092847807
394,-0.8448448448448449,-0.7014936071545446,-0.46560558301028715
395,-0.8368368368368371,-0.696802358187754,-0.790637488608695
396,-0.8288288288288288,-0.692073984099417,-1.0347008899175925
397,-0.820820820820821,-0.6873082563963204,-0.41653378156323784
398,-0.8128128128128127,-0.6825049497481785,-0.7054129187987022
399,-0.8048048048048049,-0.6776638421934963,-0.43010057979880395
400,-0.796796796796797,-0.6727847153510417,-0.991670247109915
401,-0.7887887887887888,-0.6678673546369518,-0.7877423592277064
402,-0.780780780780781,-0.6629115494874857,-0.661862809543849
403,-0.7727727727727727,-0.6579170935874213,-0.6485209748344729
404,-0.7647647647647648,-0.652883785104101,-0.7428968793999497
405,-0.7567567567567566,-0.6478114269270984,-0.5232414404575986
406,-0.7487487487487487,-0.6426998269134908,-0.8562239127900098
407,-0.7407407407407409,-0.6375487981386928,-0.6660246951429515
408,-0.7327327327327327,-0.6323581591528052,-0.6082990328104255
409,-0.7247247247247248,-0.6271277342424174,-0.5242399674306676
410,-0.7167167167167166,-0.6218573536977852,-0.4795343780800072
411,-0.7087087087087087,-0.6165468540853033,-0.8414752724528771
412,-0.7007007007007009,-0.6111960785251601,-0.9180189126722846
413,-0.6926926926926926,-0.6058048769740644,-0.35026951259436256
414,-0.6846846846846848,-0.6003731065129085,-0.5339103041169903
415,-0.6766766766766765,-0.5949006316392149,-0.7445979389505256
416,-0.6686686686686687,-0.5893873245642062,-0.2791569294597016
417,-0.6606606606606609,-0.5838330655143051,-0.5606981386557334
418,-0.6526526526526526,-0.5782377430368717,-0.3423783062241064
419,-0.6446446446446448,-0.5726012543099496,-0.5590975580279278
420,-0.6366366366366365,-0.5669235054557809,-0.15477392047938343
421,-0.6286286286286287,-0.5612044118578338,-0.2101362433691929
422,-0.6206206206206208,-0.5554438984810544,-0.605236728176869
423,-0.6126126126126126,-0.5496419001950468,-0.3553277100041757
424,-0.6046046046046047,-0.5437983620998548,-0.4147231721828253
425,-0.5965965965965965,-0.5379132398539959,-0.2641869283475261
426,-0.5885885885885886,-0.5319865000043884,-0.7249711921204093
427,-0.5805805805805808,-0.5260181203177701,-0.3888078283180822
428,-0.5725725725725725,-0.5200080901132033,-0.3083231927432857
429,-0.5645645645645647,-0.5139564105952265,-0.8657043078798493
430,-0.5565565565565564,-0.5078630951871889,-0.7445147977203439
431,-0.5485485485485486,-0.501728169864293,-0.9095746054163132
432,-0.5405405405405403,-0.4955516734858284,-0.54943304037474
433,-0.5325325325325325,-0.48933365812607627,-0.3458252069668838
434,-0.5245245245245247,-0.4830741894033239,-0.1826027789841183
435,-0.5165165165165164,-0.47677334680641875,-0.4619543907224637
436,-0.5085085085085086,-0.4704312240182635,-0.1447081149040051
437,-0.5005005005005003,-0.4640479292356263,-0.7400682208786046
438,-0.4924924924924925,-0.45762358548463566,-0.7983000733556667
439,-0.48448448448448467,-0.4511583309312859,-0.46226787071060965
440,-0.4764764764764764,-0.4446523191862816,-0.3678392293984202
441,-0.46846846846846857,-0.4381057196035171,-0.4446446692223357
442,-0.4604604604604603,-0.4315187175714678,-0.8450071375794431
443,-0.45245245245245247,-0.42489151479677045,-0.4427155226993281
444,-0.44444444444444464,-0.4182243295792293,-0.6791182296801999
445,-0.43643643643643637,-0.41151739707749485,-0.27758288731148717
